## Automatically Generated Tests ##
A[32]			 B[32]			 Op[4]			 Sa[5]			 C[32]			 V
0x0		 0x351933c1		 0xa			 0x12			 0xcf040000		 0
0x0		 0xe5641c13		 0xa			 0x3			 0x2b20e098		 0
0x0		 0xbab97e1d		 0xa			 0x1e			 0x40000000		 0
0x0		 0xe0e12109		 0xa			 0x3			 0x7090848		 0
0x0		 0x8670a308		 0xa			 0x3			 0x33851840		 0
0x0		 0xf2f2be36		 0xb			 0x1			 0xe5e57c6c		 0
0x0		 0x41f28637		 0xb			 0xb			 0x9431b800		 0
0x0		 0xfc5e2b7		 0xb			 0x11			 0xc56e0000		 0
0x0		 0xb7cd91be		 0xa			 0x1c			 0xe0000000		 0
0x0		 0xf8da4e9a		 0xa			 0x10			 0x4e9a0000		 0
0x0		 0x5c4012a6		 0xb			 0x6			 0x1004a980		 0
0x0		 0xd7c9a707		 0xb			 0x13			 0x38380000		 0
0x0		 0x278d1f60		 0xb			 0x4			 0x78d1f600		 0
0x0		 0x995953e3		 0xb			 0x3			 0xcaca9f18		 0
0x0		 0x4cc8a469		 0xa			 0x1c			 0x90000000		 0
0x0		 0x813d72d0		 0xb			 0x11			 0xe5a00000		 0
0x0		 0xc4348052		 0xa			 0x0			 0xc4348052		 0
0x0		 0x5f0e7d44		 0xb			 0x1e			 0x0		 0
0x0		 0xa520e0b1		 0xb			 0x13			 0x5880000		 0
0x0		 0x8fd8faf3		 0xa			 0x5			 0xfb1f5e60		 0
0x0		 0x6657cdb4		 0xa			 0x5			 0xcaf9b680		 0
0x0		 0x33dcafe6		 0xb			 0x14			 0xfe600000		 0
0x0		 0x3d76acd9		 0xa			 0x1b			 0xc8000000		 0
0x0		 0xce7bb12c		 0xa			 0x14			 0x12c00000		 0
0x0		 0x902e95ea		 0xb			 0x5			 0x5d2bd40		 0
0x0		 0x7450fc43		 0xb			 0x15			 0x88600000		 0
0x0		 0x58c063c1		 0xa			 0x1b			 0x8000000		 0
0x0		 0x2fc7deb		 0xa			 0x13			 0xef580000		 0
0x0		 0x1019a3e1		 0xa			 0x8			 0x19a3e100		 0
0x0		 0x2d4a44fd		 0xb			 0x17			 0x7e800000		 0
0x0		 0xc76c667		 0xa			 0x19			 0xce000000		 0
0x0		 0x600158c9		 0xb			 0x8			 0x158c900		 0
0x0		 0xc9c8babd		 0xb			 0xa			 0x22eaf400		 0
0x0		 0xcf7a89bb		 0xa			 0x9			 0xf5137600		 0
0x0		 0x7df67626		 0xa			 0x1d			 0xc0000000		 0
0x0		 0xde8e7da3		 0xb			 0xd			 0xcfb46000		 0
0x0		 0x20255b		 0xb			 0x18			 0x5b000000		 0
0x0		 0x77d9d022		 0xa			 0x1d			 0x40000000		 0
0x0		 0xdaabea7c		 0xb			 0x17			 0x3e000000		 0
0x0		 0x838f6798		 0xa			 0x15			 0xf3000000		 0
0x0		 0x808a4652		 0xa			 0x18			 0x52000000		 0
0x0		 0x4b2e7bad		 0xa			 0xe			 0x9eeb4000		 0
0x0		 0x1f11810e		 0xb			 0x9			 0x23021c00		 0
0x0		 0x23863c7		 0xb			 0x8			 0x3863c700		 0
0x0		 0x773f48db		 0xb			 0x13			 0x46d80000		 0
0x0		 0xd79e6891		 0xb			 0xe			 0x9a244000		 0
0x0		 0x135aa182		 0xb			 0x2			 0x4d6a8608		 0
0x0		 0x740840c9		 0xb			 0x10			 0x40c90000		 0
0x0		 0x8001af27		 0xb			 0xd			 0x35e4e000		 0
0x0		 0xd7af76f7		 0xa			 0x9			 0x5eedee00		 0
0x0		 0x65d731ec		 0xa			 0x13			 0x8f600000		 0
0x0		 0x3551fd77		 0xb			 0x10			 0xfd770000		 0
0x0		 0x91c44b62		 0xb			 0xf			 0x25b10000		 0
0x0		 0x17de2d19		 0xb			 0x19			 0x32000000		 0
0x0		 0x2556e985		 0xb			 0x19			 0xa000000		 0
0x0		 0x907df9c2		 0xb			 0x11			 0xf3840000		 0
0x0		 0xa6756d9d		 0xb			 0x1a			 0x74000000		 0
0x0		 0x71113333		 0xb			 0x18			 0x33000000		 0
0x0		 0x3d19faf9		 0xa			 0x12			 0xebe40000		 0
0x0		 0x1e2ccaa2		 0xa			 0x17			 0x51000000		 0
0x0		 0xd8b38dcb		 0xa			 0x4			 0x8b38dcb0		 0
0x0		 0x979f24aa		 0xa			 0x10			 0x24aa0000		 0
0x0		 0x4f2d2343		 0xa			 0xc			 0xd2343000		 0
0x0		 0x8cc95952		 0xb			 0x14			 0x95200000		 0
0x0		 0x8c2c343e		 0xa			 0xd			 0x8687c000		 0
0x0		 0xb7213b74		 0xb			 0xc			 0x13b74000		 0
0x0		 0xfa18e00d		 0xb			 0x1f			 0x80000000		 0
0x0		 0x257647f7		 0xb			 0x13			 0x3fb80000		 0
0x0		 0xca76a1b1		 0xb			 0x10			 0xa1b10000		 0
0x0		 0x645bb561		 0xb			 0x8			 0x5bb56100		 0
0x0		 0x59b8e4de		 0xa			 0x18			 0xde000000		 0
0x0		 0xe4b24834		 0xa			 0x7			 0x59241a00		 0
0x0		 0x1eef08a		 0xa			 0x4			 0x1eef08a0		 0
0x0		 0xe2916711		 0xb			 0x1c			 0x10000000		 0
0x0		 0xc11d2f0b		 0xa			 0x8			 0x1d2f0b00		 0
0x0		 0xc451753a		 0xb			 0x12			 0xd4e80000		 0
0x0		 0xef8a30a0		 0xb			 0x14			 0xa000000		 0
0x0		 0x87fd84c		 0xa			 0x15			 0x9800000		 0
0x0		 0x2ae792a8		 0xa			 0xe			 0xe4aa0000		 0
0x0		 0x8c344496		 0xa			 0x1			 0x1868892c		 0
0x0		 0x199edc2d		 0xb			 0x4			 0x99edc2d0		 0
0x0		 0xd5b5b3b6		 0xa			 0x14			 0x3b600000		 0
0x0		 0xef68af3a		 0xb			 0x12			 0xbce80000		 0
0x0		 0xaa49b5c6		 0xb			 0x14			 0x5c600000		 0
0x0		 0x24e8b4df		 0xa			 0x2			 0x93a2d37c		 0
0x0		 0xaaed1bd2		 0xa			 0x19			 0xa4000000		 0
0x0		 0xa5d83c1e		 0xa			 0x6			 0x760f0780		 0
0x0		 0xdf4098df		 0xa			 0x1a			 0x7c000000		 0
0x0		 0xa3ba09cb		 0xb			 0x13			 0x4e580000		 0
0x0		 0xbcf4bde3		 0xa			 0x4			 0xcf4bde30		 0
0x0		 0x52a0e0e3		 0xb			 0xa			 0x83838c00		 0
0x0		 0x107e143		 0xb			 0xd			 0xfc286000		 0
0x0		 0x2f235464		 0xa			 0xf			 0xaa320000		 0
0x0		 0xaeebab11		 0xb			 0x1c			 0x10000000		 0
0x0		 0x5121506b		 0xa			 0x9			 0x42a0d600		 0
0x0		 0xcc608b06		 0xa			 0x11			 0x160c0000		 0
0x0		 0x237ae213		 0xb			 0x11			 0xc4260000		 0
0x0		 0x924cd42a		 0xa			 0x5			 0x499a8540		 0
0x0		 0xa2c4bdf5		 0xa			 0x11			 0x7bea0000		 0
0x0		 0x848e7914		 0xa			 0xf			 0x3c8a0000		 0
0x0		 0xc2b326c0		 0xa			 0x17			 0x60000000		 0
0x0		 0xb3cdc24d		 0xb			 0x10			 0xc24d0000		 0
0x0		 0x404881a8		 0xa			 0x9			 0x91035000		 0
